pathway_name	website
Eicosanoids	http://identifiers.org/reactome/R-HSA-211979
Elastic fibre formation	http://identifiers.org/reactome/R-HSA-1566948
Electric Transmission Across Gap Junctions	http://identifiers.org/reactome/R-HSA-112303
Elevation of cytosolic Ca2+ levels	http://identifiers.org/reactome/R-HSA-139853
Endogenous sterols	http://identifiers.org/reactome/R-HSA-211976
Endosomal Sorting Complex Required For Transport (ESCRT)	http://identifiers.org/reactome/R-HSA-917729
Endosomal/Vacuolar pathway	http://identifiers.org/reactome/R-HSA-1236977
Energy dependent regulation of mTOR by LKB1-AMPK	http://identifiers.org/reactome/R-HSA-380972
eNOS activation	http://identifiers.org/reactome/R-HSA-203615
Entry of Influenza Virion into Host Cell via Endocytosis	http://identifiers.org/reactome/R-HSA-168275
Enzymatic degradation of dopamine by COMT	http://identifiers.org/reactome/R-HSA-379397
Enzymatic degradation of Dopamine by monoamine oxidase	http://identifiers.org/reactome/R-HSA-379398
EPH-ephrin mediated repulsion of cells	http://identifiers.org/reactome/R-HSA-3928665
EPH-Ephrin signaling	http://identifiers.org/reactome/R-HSA-2682334
EPHA-mediated growth cone collapse	http://identifiers.org/reactome/R-HSA-3928663
EPHB-mediated forward signaling	http://identifiers.org/reactome/R-HSA-3928662
Ephrin signaling	http://identifiers.org/reactome/R-HSA-3928664
ER Quality Control Compartment (ERQC)	http://identifiers.org/reactome/R-HSA-901032
ER-Phagosome pathway	http://identifiers.org/reactome/R-HSA-1236974
ERBB2 Activates PTK6 Signaling	http://identifiers.org/reactome/R-HSA-8847993
ERBB2 Regulates Cell Motility	http://identifiers.org/reactome/R-HSA-6785631
ERK/MAPK targets	http://identifiers.org/reactome/R-HSA-198753
ERKs are inactivated	http://identifiers.org/reactome/R-HSA-202670
Erythrocytes take up carbon dioxide and release oxygen	http://identifiers.org/reactome/R-HSA-1237044
Erythrocytes take up oxygen and release carbon dioxide	http://identifiers.org/reactome/R-HSA-1247673
Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	http://identifiers.org/reactome/R-HSA-9027276
Erythropoietin activates Phospholipase C gamma (PLCG)	http://identifiers.org/reactome/R-HSA-9027277
Erythropoietin activates RAS	http://identifiers.org/reactome/R-HSA-9027284
Erythropoietin activates STAT5	http://identifiers.org/reactome/R-HSA-9027283
ESR-mediated signaling	http://identifiers.org/reactome/R-HSA-8939211
Establishment of Sister Chromatid Cohesion	http://identifiers.org/reactome/R-HSA-2468052
Estrogen biosynthesis	http://identifiers.org/reactome/R-HSA-193144
Estrogen-dependent gene expression	http://identifiers.org/reactome/R-HSA-9018519
Ethanol oxidation	http://identifiers.org/reactome/R-HSA-71384
Eukaryotic Translation Elongation	http://identifiers.org/reactome/R-HSA-156842
Eukaryotic Translation Termination	http://identifiers.org/reactome/R-HSA-72764
Events associated with phagocytolytic activity of PMN cells	http://identifiers.org/reactome/R-HSA-8941413
Extrinsic Pathway of Fibrin Clot Formation	http://identifiers.org/reactome/R-HSA-140834
Factors involved in megakaryocyte development and platelet production	http://identifiers.org/reactome/R-HSA-983231
Fanconi Anemia Pathway	http://identifiers.org/reactome/R-HSA-6783310
FasL/ CD95L signaling	http://identifiers.org/reactome/R-HSA-75157
Fatty acids	http://identifiers.org/reactome/R-HSA-211935
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	http://identifiers.org/reactome/R-HSA-434316
Fatty acyl-CoA biosynthesis	http://identifiers.org/reactome/R-HSA-75105
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	http://identifiers.org/reactome/R-HSA-8854050
Fc epsilon receptor (FCERI) signaling	http://identifiers.org/reactome/R-HSA-2454202
FCERI mediated Ca+2 mobilization	http://identifiers.org/reactome/R-HSA-2871809
FCERI mediated MAPK activation	http://identifiers.org/reactome/R-HSA-2871796
FCERI mediated NF-kB activation	http://identifiers.org/reactome/R-HSA-2871837
FCGR activation	http://identifiers.org/reactome/R-HSA-2029481
FGFR1b ligand binding and activation	http://identifiers.org/reactome/R-HSA-190370
FGFR1c and Klotho ligand binding and activation	http://identifiers.org/reactome/R-HSA-190374
FGFR1c ligand binding and activation	http://identifiers.org/reactome/R-HSA-190373
FGFR2 alternative splicing	http://identifiers.org/reactome/R-HSA-6803529
FGFR2b ligand binding and activation	http://identifiers.org/reactome/R-HSA-190377
FGFR2c ligand binding and activation	http://identifiers.org/reactome/R-HSA-190375
FGFR3 mutant receptor activation	http://identifiers.org/reactome/R-HSA-2033514
FGFR3b ligand binding and activation	http://identifiers.org/reactome/R-HSA-190371
FGFR3c ligand binding and activation	http://identifiers.org/reactome/R-HSA-190372
FGFR4 ligand binding and activation	http://identifiers.org/reactome/R-HSA-190322
FGFRL1 modulation of FGFR1 signaling	http://identifiers.org/reactome/R-HSA-5658623
Fibronectin matrix formation	http://identifiers.org/reactome/R-HSA-1566977
Ficolins bind to repetitive carbohydrate structures on the target cell surface	http://identifiers.org/reactome/R-HSA-2855086
Folding of actin by CCT/TriC	http://identifiers.org/reactome/R-HSA-390450
Formation of a pool of free 40S subunits	http://identifiers.org/reactome/R-HSA-72689
Formation of annular gap junctions	http://identifiers.org/reactome/R-HSA-196025
Formation of apoptosome	http://identifiers.org/reactome/R-HSA-111458
Formation of ATP by chemiosmotic coupling	http://identifiers.org/reactome/R-HSA-163210
Formation of HIV elongation complex in the absence of HIV Tat	http://identifiers.org/reactome/R-HSA-167152
Formation of HIV-1 elongation complex containing HIV-1 Tat	http://identifiers.org/reactome/R-HSA-167200
Formation of Incision Complex in GG-NER	http://identifiers.org/reactome/R-HSA-5696395
Formation of RNA Pol II elongation complex	http://identifiers.org/reactome/R-HSA-112382
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	http://identifiers.org/reactome/R-HSA-2559584
Formation of TC-NER Pre-Incision Complex	http://identifiers.org/reactome/R-HSA-6781823
Formation of the active cofactor, UDP-glucuronate	http://identifiers.org/reactome/R-HSA-173599
Formation of the cornified envelope	http://identifiers.org/reactome/R-HSA-6809371
Formation of the Early Elongation Complex	http://identifiers.org/reactome/R-HSA-113418
Formation of the Editosome	http://identifiers.org/reactome/R-HSA-75094
Formation of the HIV-1 Early Elongation Complex	http://identifiers.org/reactome/R-HSA-167158
Formation of the ternary complex, and subsequently, the 43S complex	http://identifiers.org/reactome/R-HSA-72695
Formation of tubulin folding intermediates by CCT/TriC	http://identifiers.org/reactome/R-HSA-389960
Formation of xylulose-5-phosphate	http://identifiers.org/reactome/R-HSA-5661270
Formyl peptide receptors bind formyl peptides and many other ligands	http://identifiers.org/reactome/R-HSA-444473
FOXO-mediated transcription of cell cycle genes	http://identifiers.org/reactome/R-HSA-9617828
FOXO-mediated transcription of cell death genes	http://identifiers.org/reactome/R-HSA-9614657
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	http://identifiers.org/reactome/R-HSA-9615017
FRS-mediated FGFR1 signaling	http://identifiers.org/reactome/R-HSA-5654693
FRS-mediated FGFR2 signaling	http://identifiers.org/reactome/R-HSA-5654700
FRS-mediated FGFR3 signaling	http://identifiers.org/reactome/R-HSA-5654706
FRS-mediated FGFR4 signaling	http://identifiers.org/reactome/R-HSA-5654712
Frs2-mediated activation	http://identifiers.org/reactome/R-HSA-170968
Fructose biosynthesis	http://identifiers.org/reactome/R-HSA-5652227
Fructose catabolism	http://identifiers.org/reactome/R-HSA-70350
G alpha (12/13) signalling events	http://identifiers.org/reactome/R-HSA-416482
G alpha (i) signalling events	http://identifiers.org/reactome/R-HSA-418594
G alpha (q) signalling events	http://identifiers.org/reactome/R-HSA-416476
G alpha (s) signalling events	http://identifiers.org/reactome/R-HSA-418555
G alpha (z) signalling events	http://identifiers.org/reactome/R-HSA-418597
G-protein activation	http://identifiers.org/reactome/R-HSA-202040
G0 and Early G1	http://identifiers.org/reactome/R-HSA-1538133
G2 Phase	http://identifiers.org/reactome/R-HSA-68911
G2/M Checkpoints	http://identifiers.org/reactome/R-HSA-69481
G2/M DNA damage checkpoint	http://identifiers.org/reactome/R-HSA-69473
G2/M DNA replication checkpoint	http://identifiers.org/reactome/R-HSA-69478
GAB1 signalosome	http://identifiers.org/reactome/R-HSA-180292
GABA A receptor activation	http://identifiers.org/reactome/R-HSA-977441
GABA A (rho) receptor activation	http://identifiers.org/reactome/R-HSA-977442
GABA B receptor activation	http://identifiers.org/reactome/R-HSA-977444
GABA receptor activation	http://identifiers.org/reactome/R-HSA-977443
GABA synthesis	http://identifiers.org/reactome/R-HSA-888568
GABA synthesis, release, reuptake and degradation	http://identifiers.org/reactome/R-HSA-888590
Galactose catabolism	http://identifiers.org/reactome/R-HSA-70370
Gamma carboxylation, hypusine formation and arylsulfatase activation	http://identifiers.org/reactome/R-HSA-163841
Gamma-carboxylation of protein precursors	http://identifiers.org/reactome/R-HSA-159740
Gap junction degradation	http://identifiers.org/reactome/R-HSA-190873
Gap-filling DNA repair synthesis and ligation in GG-NER	http://identifiers.org/reactome/R-HSA-5696397
Gap-filling DNA repair synthesis and ligation in TC-NER	http://identifiers.org/reactome/R-HSA-6782210
Gastrin-CREB signalling pathway via PKC and MAPK	http://identifiers.org/reactome/R-HSA-881907
GDP-fucose biosynthesis	http://identifiers.org/reactome/R-HSA-6787639
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	http://identifiers.org/reactome/R-HSA-8950505
Generation of second messenger molecules	http://identifiers.org/reactome/R-HSA-202433
Generic Transcription Pathway	http://identifiers.org/reactome/R-HSA-212436
GLI proteins bind promoters of Hh responsive genes to promote transcription	http://identifiers.org/reactome/R-HSA-5635851
GLI3 is processed to GLI3R by the proteasome	http://identifiers.org/reactome/R-HSA-5610785
Glucagon signaling in metabolic regulation	http://identifiers.org/reactome/R-HSA-163359
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	http://identifiers.org/reactome/R-HSA-381676
Glucagon-type ligand receptors	http://identifiers.org/reactome/R-HSA-420092
Glucocorticoid biosynthesis	http://identifiers.org/reactome/R-HSA-194002
Gluconeogenesis	http://identifiers.org/reactome/R-HSA-70263
Glucuronidation	http://identifiers.org/reactome/R-HSA-156588
Glutamate Neurotransmitter Release Cycle	http://identifiers.org/reactome/R-HSA-210500
Glutathione conjugation	http://identifiers.org/reactome/R-HSA-156590
Glutathione synthesis and recycling	http://identifiers.org/reactome/R-HSA-174403
Glycerophospholipid biosynthesis	http://identifiers.org/reactome/R-HSA-1483206
Glycerophospholipid catabolism	http://identifiers.org/reactome/R-HSA-6814848
Glycine degradation	http://identifiers.org/reactome/R-HSA-6783984
Glycogen breakdown (glycogenolysis)	http://identifiers.org/reactome/R-HSA-70221
Glycogen synthesis	http://identifiers.org/reactome/R-HSA-3322077
Glycolysis	http://identifiers.org/reactome/R-HSA-70171
Glycoprotein hormones	http://identifiers.org/reactome/R-HSA-209822
Glycosphingolipid metabolism	http://identifiers.org/reactome/R-HSA-1660662
Glyoxylate metabolism and glycine degradation	http://identifiers.org/reactome/R-HSA-389661
Golgi Associated Vesicle Biogenesis	http://identifiers.org/reactome/R-HSA-432722
Golgi Cisternae Pericentriolar Stack Reorganization	http://identifiers.org/reactome/R-HSA-162658
GP1b-IX-V activation signalling	http://identifiers.org/reactome/R-HSA-430116
GPVI-mediated activation cascade	http://identifiers.org/reactome/R-HSA-114604
GRB2 events in EGFR signaling	http://identifiers.org/reactome/R-HSA-179812
GRB2 events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1963640
GRB7 events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1306955
Growth hormone receptor signaling	http://identifiers.org/reactome/R-HSA-982772
GSD 0	http://identifiers.org/reactome/R-HSA-3858516
GSD 0 (muscle)	http://identifiers.org/reactome/R-HSA-3828062
GSD IV	http://identifiers.org/reactome/R-HSA-3878781
GSD XV	http://identifiers.org/reactome/R-HSA-3814836
GTP hydrolysis and joining of the 60S ribosomal subunit	http://identifiers.org/reactome/R-HSA-72706
HATs acetylate histones	http://identifiers.org/reactome/R-HSA-3214847
HCN channels	http://identifiers.org/reactome/R-HSA-1296061
HDACs deacetylate histones	http://identifiers.org/reactome/R-HSA-3214815
HDL assembly	http://identifiers.org/reactome/R-HSA-8963896
HDL clearance	http://identifiers.org/reactome/R-HSA-8964011
HDL remodeling	http://identifiers.org/reactome/R-HSA-8964058
HDMs demethylate histones	http://identifiers.org/reactome/R-HSA-3214842
HDR through Homologous Recombination (HRR)	http://identifiers.org/reactome/R-HSA-5685942
HDR through MMEJ (alt-NHEJ)	http://identifiers.org/reactome/R-HSA-5685939
HDR through Single Strand Annealing (SSA)	http://identifiers.org/reactome/R-HSA-5685938
Hedgehog 'off' state	http://identifiers.org/reactome/R-HSA-5610787
Hedgehog 'on' state	http://identifiers.org/reactome/R-HSA-5632684
Hedgehog ligand biogenesis	http://identifiers.org/reactome/R-HSA-5358346
Heme biosynthesis	http://identifiers.org/reactome/R-HSA-189451
Heme degradation	http://identifiers.org/reactome/R-HSA-189483
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	http://identifiers.org/reactome/R-HSA-5362768
Highly calcium permeable nicotinic acetylcholine receptors	http://identifiers.org/reactome/R-HSA-629597
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	http://identifiers.org/reactome/R-HSA-629594
Highly sodium permeable acetylcholine nicotinic receptors	http://identifiers.org/reactome/R-HSA-629587
Histidine catabolism	http://identifiers.org/reactome/R-HSA-70921
HIV elongation arrest and recovery	http://identifiers.org/reactome/R-HSA-167287
HIV Transcription Initiation	http://identifiers.org/reactome/R-HSA-167161
Homologous DNA Pairing and Strand Exchange	http://identifiers.org/reactome/R-HSA-5693579
Hormone ligand-binding receptors	http://identifiers.org/reactome/R-HSA-375281
HS-GAG biosynthesis	http://identifiers.org/reactome/R-HSA-2022928
HS-GAG degradation	http://identifiers.org/reactome/R-HSA-2024096
HSF1 activation	http://identifiers.org/reactome/R-HSA-3371511
HSF1-dependent transactivation	http://identifiers.org/reactome/R-HSA-3371571
HSP90 chaperone cycle for SHRs	http://identifiers.org/reactome/R-HSA-3371497
HuR (ELAVL1) binds and stabilizes mRNA	http://identifiers.org/reactome/R-HSA-450520
Hyaluronan uptake and degradation	http://identifiers.org/reactome/R-HSA-2160916
Hydrolysis of LPC	http://identifiers.org/reactome/R-HSA-1483115
Hydrolysis of LPE	http://identifiers.org/reactome/R-HSA-1483152
Hydroxycarboxylic acid-binding receptors	http://identifiers.org/reactome/R-HSA-3296197
Hypusinylation	http://identifiers.org/reactome/R-HSA-204626
IkBA variant leads to EDA-ID	http://identifiers.org/reactome/R-HSA-5603029
IKK complex recruitment mediated by RIP1	http://identifiers.org/reactome/R-HSA-937041
IL-6-type cytokine receptor ligand interactions	http://identifiers.org/reactome/R-HSA-6788467
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://identifiers.org/reactome/R-HSA-198933
Import of palmitoyl-CoA into the mitochondrial matrix	http://identifiers.org/reactome/R-HSA-200425
Inactivation of APC/C via direct inhibition of the APC/C complex	http://identifiers.org/reactome/R-HSA-141430
Inactivation of CDC42 and RAC1	http://identifiers.org/reactome/R-HSA-428543
Inactivation, recovery and regulation of the phototransduction cascade	http://identifiers.org/reactome/R-HSA-2514859
Inhibition of replication initiation of damaged DNA by RB1/E2F1	http://identifiers.org/reactome/R-HSA-113501
Inhibition of Signaling by Overexpressed EGFR	http://identifiers.org/reactome/R-HSA-5638303
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	http://identifiers.org/reactome/R-HSA-141405
Inhibition of TSC complex formation by PKB	http://identifiers.org/reactome/R-HSA-165181
Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits	http://identifiers.org/reactome/R-HSA-997272
Initial triggering of complement	http://identifiers.org/reactome/R-HSA-166663
Initiation of Nuclear Envelope Reformation	http://identifiers.org/reactome/R-HSA-2995383
InlA-mediated entry of Listeria monocytogenes into host cells	http://identifiers.org/reactome/R-HSA-8876493
InlB-mediated entry of Listeria monocytogenes into host cell	http://identifiers.org/reactome/R-HSA-8875360
Inositol transporters	http://identifiers.org/reactome/R-HSA-429593
Insulin effects increased synthesis of Xylulose-5-Phosphate	http://identifiers.org/reactome/R-HSA-163754
Insulin processing	http://identifiers.org/reactome/R-HSA-264876
Insulin receptor recycling	http://identifiers.org/reactome/R-HSA-77387
Insulin receptor signalling cascade	http://identifiers.org/reactome/R-HSA-74751
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	http://identifiers.org/reactome/R-HSA-428359
Integration of energy metabolism	http://identifiers.org/reactome/R-HSA-163685
Integration of provirus	http://identifiers.org/reactome/R-HSA-162592
Integration of viral DNA into host genomic DNA	http://identifiers.org/reactome/R-HSA-175567
Integrin alphaIIb beta3 signaling	http://identifiers.org/reactome/R-HSA-354192
Integrin cell surface interactions	http://identifiers.org/reactome/R-HSA-216083
Interaction between L1 and Ankyrins	http://identifiers.org/reactome/R-HSA-445095
Interaction between PHLDA1 and AURKA	http://identifiers.org/reactome/R-HSA-8854521
Interaction With The Zona Pellucida	http://identifiers.org/reactome/R-HSA-1300644
Interactions of Tat with host cellular proteins	http://identifiers.org/reactome/R-HSA-176034
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	http://identifiers.org/reactome/R-HSA-880009
Interconversion of nucleotide di- and triphosphates	http://identifiers.org/reactome/R-HSA-499943
Interconversion of polyamines	http://identifiers.org/reactome/R-HSA-351200
Interferon alpha/beta signaling	http://identifiers.org/reactome/R-HSA-909733
Interferon gamma signaling	http://identifiers.org/reactome/R-HSA-877300
Interleukin receptor SHC signaling	http://identifiers.org/reactome/R-HSA-912526
Interleukin-1 processing	http://identifiers.org/reactome/R-HSA-448706
Interleukin-1 signaling	http://identifiers.org/reactome/R-HSA-9020702
Interleukin-10 signaling	http://identifiers.org/reactome/R-HSA-6783783
Interleukin-12 signaling	http://identifiers.org/reactome/R-HSA-9020591
Interleukin-15 signaling	http://identifiers.org/reactome/R-HSA-8983432
Interleukin-17 signaling	http://identifiers.org/reactome/R-HSA-448424
Interleukin-18 signaling	http://identifiers.org/reactome/R-HSA-9012546
Interleukin-2 family signaling	http://identifiers.org/reactome/R-HSA-451927
Interleukin-2 signaling	http://identifiers.org/reactome/R-HSA-9020558
Interleukin-20 family signaling	http://identifiers.org/reactome/R-HSA-8854691
Interleukin-21 signaling	http://identifiers.org/reactome/R-HSA-9020958
Interleukin-23 signaling	http://identifiers.org/reactome/R-HSA-9020933
Interleukin-27 signaling	http://identifiers.org/reactome/R-HSA-9020956
Interleukin-3, Interleukin-5 and GM-CSF signaling	http://identifiers.org/reactome/R-HSA-512988
Interleukin-33 signaling	http://identifiers.org/reactome/R-HSA-9014843
Interleukin-35 Signalling	http://identifiers.org/reactome/R-HSA-8984722
Interleukin-36 pathway	http://identifiers.org/reactome/R-HSA-9014826
Interleukin-37 signaling	http://identifiers.org/reactome/R-HSA-9008059
Interleukin-38 signaling	http://identifiers.org/reactome/R-HSA-9007892
Interleukin-4 and Interleukin-13 signaling	http://identifiers.org/reactome/R-HSA-6785807
Interleukin-6 signaling	http://identifiers.org/reactome/R-HSA-1059683
Interleukin-7 signaling	http://identifiers.org/reactome/R-HSA-1266695
Interleukin-9 signaling	http://identifiers.org/reactome/R-HSA-8985947
Intestinal hexose absorption	http://identifiers.org/reactome/R-HSA-8981373
Intestinal infectious diseases	http://identifiers.org/reactome/R-HSA-8942233
Intestinal lipid absorption	http://identifiers.org/reactome/R-HSA-8963678
Intra-Golgi traffic	http://identifiers.org/reactome/R-HSA-6811438
Intraflagellar transport	http://identifiers.org/reactome/R-HSA-5620924
Intrinsic Pathway of Fibrin Clot Formation	http://identifiers.org/reactome/R-HSA-140837
Invadopodia formation	http://identifiers.org/reactome/R-HSA-8941237
Ion channel transport	http://identifiers.org/reactome/R-HSA-983712
Ion homeostasis	http://identifiers.org/reactome/R-HSA-5578775
Ion influx/efflux at host-pathogen interface	http://identifiers.org/reactome/R-HSA-6803544
Ion transport by P-type ATPases	http://identifiers.org/reactome/R-HSA-936837
IRAK1 recruits IKK complex	http://identifiers.org/reactome/R-HSA-937039
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	http://identifiers.org/reactome/R-HSA-975144
IRAK2 mediated activation of TAK1 complex	http://identifiers.org/reactome/R-HSA-937042
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	http://identifiers.org/reactome/R-HSA-975163
IRAK4 deficiency (TLR2/4)	http://identifiers.org/reactome/R-HSA-5603041
IRAK4 deficiency (TLR5)	http://identifiers.org/reactome/R-HSA-5603037
IRE1alpha activates chaperones	http://identifiers.org/reactome/R-HSA-381070
IRF3 mediated activation of type 1 IFN	http://identifiers.org/reactome/R-HSA-1606341
IRF3-mediated induction of type I IFN	http://identifiers.org/reactome/R-HSA-3270619
Iron uptake and transport	http://identifiers.org/reactome/R-HSA-917937
IRS activation	http://identifiers.org/reactome/R-HSA-74713
IRS-mediated signalling	http://identifiers.org/reactome/R-HSA-112399
IRS-related events triggered by IGF1R	http://identifiers.org/reactome/R-HSA-2428928
ISG15 antiviral mechanism	http://identifiers.org/reactome/R-HSA-1169408
JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	http://identifiers.org/reactome/R-HSA-450321
Josephin domain DUBs	http://identifiers.org/reactome/R-HSA-5689877
Kandutsch-Russell pathway	http://identifiers.org/reactome/R-HSA-6807062
Keratan sulfate biosynthesis	http://identifiers.org/reactome/R-HSA-2022854
Keratan sulfate degradation	http://identifiers.org/reactome/R-HSA-2022857
Keratinization	http://identifiers.org/reactome/R-HSA-6805567
Ketone body catabolism	http://identifiers.org/reactome/R-HSA-77108
Kinesins	http://identifiers.org/reactome/R-HSA-983189
KSRP (KHSRP) binds and destabilizes mRNA	http://identifiers.org/reactome/R-HSA-450604
L13a-mediated translational silencing of Ceruloplasmin expression	http://identifiers.org/reactome/R-HSA-156827
L1CAM interactions	http://identifiers.org/reactome/R-HSA-373760
Lactose synthesis	http://identifiers.org/reactome/R-HSA-5653890
Laminin interactions	http://identifiers.org/reactome/R-HSA-3000157
Late Phase of HIV Life Cycle	http://identifiers.org/reactome/R-HSA-162599
LDL clearance	http://identifiers.org/reactome/R-HSA-8964038
LDL remodeling	http://identifiers.org/reactome/R-HSA-8964041
Lectin pathway of complement activation	http://identifiers.org/reactome/R-HSA-166662
LGI-ADAM interactions	http://identifiers.org/reactome/R-HSA-5682910
Ligand-dependent caspase activation	http://identifiers.org/reactome/R-HSA-140534
Ligand-independent caspase activation via DCC	http://identifiers.org/reactome/R-HSA-418889
Ligand-receptor interactions	http://identifiers.org/reactome/R-HSA-5632681
Linoleic acid (LA) metabolism	http://identifiers.org/reactome/R-HSA-2046105
Lipid particle organization	http://identifiers.org/reactome/R-HSA-8964572
Localization of the PINCH-ILK-PARVIN complex to focal adhesions	http://identifiers.org/reactome/R-HSA-446343
Long-term potentiation	http://identifiers.org/reactome/R-HSA-9620244
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	http://identifiers.org/reactome/R-HSA-2644607
Loss of MECP2 binding ability to 5mC-DNA	http://identifiers.org/reactome/R-HSA-9022538
Loss of MECP2 binding ability to the NCoR/SMRT complex	http://identifiers.org/reactome/R-HSA-9022537
Loss of Nlp from mitotic centrosomes	http://identifiers.org/reactome/R-HSA-380259
Loss of phosphorylation of MECP2 at T308	http://identifiers.org/reactome/R-HSA-9022535
Loss of proteins required for interphase microtubule organization from the centrosome	http://identifiers.org/reactome/R-HSA-380284
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	http://identifiers.org/reactome/R-HSA-3134973
Lysine catabolism	http://identifiers.org/reactome/R-HSA-71064
Lysosomal oligosaccharide catabolism	http://identifiers.org/reactome/R-HSA-8853383
Lysosome Vesicle Biogenesis	http://identifiers.org/reactome/R-HSA-432720
Macroautophagy	http://identifiers.org/reactome/R-HSA-1632852
Major pathway of rRNA processing in the nucleolus and cytosol	http://identifiers.org/reactome/R-HSA-6791226
MAP2K and MAPK activation	http://identifiers.org/reactome/R-HSA-5674135
MAP3K8 (TPL2)-dependent MAPK1/3 activation	http://identifiers.org/reactome/R-HSA-5684264
MAPK1 (ERK2) activation	http://identifiers.org/reactome/R-HSA-112411
MAPK3 (ERK1) activation	http://identifiers.org/reactome/R-HSA-110056
MAPK6/MAPK4 signaling	http://identifiers.org/reactome/R-HSA-5687128
MASTL Facilitates Mitotic Progression	http://identifiers.org/reactome/R-HSA-2465910
MECP2 regulates neuronal receptors and channels	http://identifiers.org/reactome/R-HSA-9022699
MECP2 regulates transcription factors	http://identifiers.org/reactome/R-HSA-9022707
MECP2 regulates transcription of genes involved in GABA signaling	http://identifiers.org/reactome/R-HSA-9022927
MECP2 regulates transcription of neuronal ligands	http://identifiers.org/reactome/R-HSA-9022702
Meiotic recombination	http://identifiers.org/reactome/R-HSA-912446
Meiotic synapsis	http://identifiers.org/reactome/R-HSA-1221632
Melanin biosynthesis	http://identifiers.org/reactome/R-HSA-5662702
Membrane binding and targetting of GAG proteins	http://identifiers.org/reactome/R-HSA-174490
MET activates PI3K/AKT signaling	http://identifiers.org/reactome/R-HSA-8851907
MET activates PTK2 signaling	http://identifiers.org/reactome/R-HSA-8874081
MET activates PTPN11	http://identifiers.org/reactome/R-HSA-8865999
MET activates RAP1 and RAC1	http://identifiers.org/reactome/R-HSA-8875555
MET activates RAS signaling	http://identifiers.org/reactome/R-HSA-8851805
MET activates STAT3	http://identifiers.org/reactome/R-HSA-8875791
MET interacts with TNS proteins	http://identifiers.org/reactome/R-HSA-8875513
MET Receptor Activation	http://identifiers.org/reactome/R-HSA-6806942
MET receptor recycling	http://identifiers.org/reactome/R-HSA-8875656
Metabolism of Angiotensinogen to Angiotensins	http://identifiers.org/reactome/R-HSA-2022377
Metabolism of folate and pterines	http://identifiers.org/reactome/R-HSA-196757
Metabolism of ingested H2SeO4 and H2SeO3 into H2Se	http://identifiers.org/reactome/R-HSA-2408550
Metabolism of ingested SeMet, Sec, MeSec into H2Se	http://identifiers.org/reactome/R-HSA-2408508
Metabolism of polyamines	http://identifiers.org/reactome/R-HSA-351202
Metabolism of serotonin	http://identifiers.org/reactome/R-HSA-380612
Metabolism of vitamin K	http://identifiers.org/reactome/R-HSA-6806664
Metal ion SLC transporters	http://identifiers.org/reactome/R-HSA-425410
Metal sequestration by antimicrobial proteins	http://identifiers.org/reactome/R-HSA-6799990
Metalloprotease DUBs	http://identifiers.org/reactome/R-HSA-5689901
Metallothioneins bind metals	http://identifiers.org/reactome/R-HSA-5661231
Methionine salvage pathway	http://identifiers.org/reactome/R-HSA-1237112
Methylation	http://identifiers.org/reactome/R-HSA-156581
Methylation of MeSeH for excretion	http://identifiers.org/reactome/R-HSA-2408552
MHC class II antigen presentation	http://identifiers.org/reactome/R-HSA-2132295
MicroRNA (miRNA) biogenesis	http://identifiers.org/reactome/R-HSA-203927
Mineralocorticoid biosynthesis	http://identifiers.org/reactome/R-HSA-193993
Miscellaneous substrates	http://identifiers.org/reactome/R-HSA-211958
Miscellaneous transport and binding events	http://identifiers.org/reactome/R-HSA-5223345
Misspliced GSK3beta mutants stabilize beta-catenin	http://identifiers.org/reactome/R-HSA-5339716
Mitochondrial ABC transporters	http://identifiers.org/reactome/R-HSA-1369007
Mitochondrial calcium ion transport	http://identifiers.org/reactome/R-HSA-8949215
Mitochondrial Fatty Acid Beta-Oxidation	http://identifiers.org/reactome/R-HSA-77289
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	http://identifiers.org/reactome/R-HSA-77288
Mitochondrial iron-sulfur cluster biogenesis	http://identifiers.org/reactome/R-HSA-1362409
Mitochondrial protein import	http://identifiers.org/reactome/R-HSA-1268020
